[2024-12-02 21:40:07] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-12-02 21:40:07] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-02 21:40:07] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-12-02 21:40:11] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-12-02 21:40:12] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-12-02 21:40:12] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-02 21:40:22] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607\
[2024-12-02 21:40:23] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/diana-marquez-copa-net/
[2024-12-02 21:41:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt?simply_static_page=3232
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt?simply_static_page=3232
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a259349-TGwv6Y.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:54] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-12-02 21:41:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 693
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a26e4d2-15FcfV.tmp
[2024-12-02 21:41:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js?simply_static_page=3233
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js?simply_static_page=3233
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:103] Filesize: 4310 bytes
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a26e4d2-15FcfV.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:54] [class-ss-page.php:119] Checking Content Identical:81069671b1baa37721f08a010f5bbf1ad3d2156a===. Value: FALSE
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-12-02 21:41:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 693
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a288790-YlKBe0.tmp
[2024-12-02 21:41:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js?simply_static_page=3234
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js?simply_static_page=3234
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:103] Filesize: 7526 bytes
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a288790-YlKBe0.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:54] [class-ss-page.php:119] Checking Content Identical:853f98a3b45637cc6cfa326e088808242398a7d9===. Value: FALSE
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/new-template.js
[2024-12-02 21:41:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 693
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a2a7e1a-CR10EB.tmp
[2024-12-02 21:41:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/new-template.js?simply_static_page=3235
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/new-template.js?simply_static_page=3235
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:103] Filesize: 15780 bytes
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/new-template.js
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a2a7e1a-CR10EB.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/new-template.js
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:54] [class-ss-page.php:119] Checking Content Identical:9705484fbef089ebb4f14941e89cfa7a8269767a===. Value: FALSE
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-12-02 21:41:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 693
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a2c5407-RRxaVA.tmp
[2024-12-02 21:41:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/new-template.min.js?simply_static_page=3236
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/new-template.min.js?simply_static_page=3236
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:103] Filesize: 6830 bytes
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a2c5407-RRxaVA.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:54] [class-ss-page.php:119] Checking Content Identical:e29bbfaf6fe51db7f04a3aecc7050c01dc48def8===. Value: FALSE
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/notes.js
[2024-12-02 21:41:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 693
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a2e1e0a-CWLIFo.tmp
[2024-12-02 21:41:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/notes.js?simply_static_page=3237
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/notes.js?simply_static_page=3237
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:103] Filesize: 26323 bytes
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/notes.js
[2024-12-02 21:41:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a2e1e0a-CWLIFo.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/notes.js
[2024-12-02 21:41:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:55] [class-ss-page.php:119] Checking Content Identical:8d2989a707268838b61fac083b4b326876dc3dba===. Value: FALSE
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/notes.min.js
[2024-12-02 21:41:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 693
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a309f54-Mc34Uy.tmp
[2024-12-02 21:41:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/notes.min.js?simply_static_page=3238
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/notes.min.js?simply_static_page=3238
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:103] Filesize: 9853 bytes
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/notes.min.js
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a309f54-Mc34Uy.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/notes.min.js
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:55] [class-ss-page.php:119] Checking Content Identical:144e70fa6928753b53b2196421f58832bced6b25===. Value: FALSE
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2024-12-02 21:41:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 693
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a327c43-nYMEu0.tmp
[2024-12-02 21:41:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js?simply_static_page=3239
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js?simply_static_page=3239
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:103] Filesize: 60699 bytes
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a327c43-nYMEu0.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:55] [class-ss-page.php:119] Checking Content Identical:1c30bfb6a119593b41e7ad771614ed10155b7a52===. Value: FALSE
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js
[2024-12-02 21:41:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 693
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a347af0-SlvHKY.tmp
[2024-12-02 21:41:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js?simply_static_page=3240
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js?simply_static_page=3240
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:103] Filesize: 137739 bytes
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a347af0-SlvHKY.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:55] [class-ss-page.php:119] Checking Content Identical:d3b93e4935b76d0a2794dbb03aba678db4eb2144===. Value: FALSE
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2024-12-02 21:41:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 693
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-12-02 21:41:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 693
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a3701f9-Z0WzVM.tmp
[2024-12-02 21:41:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.js?simply_static_page=3242
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.js?simply_static_page=3242
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:103] Filesize: 2950 bytes
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a3701f9-Z0WzVM.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:55] [class-ss-page.php:119] Checking Content Identical:f4ebe8df3271ac7eccb592395fc6fa542fff714d===. Value: FALSE
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-12-02 21:41:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 693
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a38d198-ybId15.tmp
[2024-12-02 21:41:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt?simply_static_page=3243
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt?simply_static_page=3243
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:103] Filesize: 1449 bytes
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a38d198-ybId15.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:55] [class-ss-page.php:119] Checking Content Identical:dd0fabb17790998f8e06fd005b61a20f51122f29===. Value: FALSE
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-12-02 21:41:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 693
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a3a6ab8-lZutmq.tmp
[2024-12-02 21:41:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js?simply_static_page=3244
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js?simply_static_page=3244
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:103] Filesize: 2132 bytes
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a3a6ab8-lZutmq.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:55] [class-ss-page.php:119] Checking Content Identical:8b22244f2a4bfbe4191605fc9b2b7e41cfa8651a===. Value: FALSE
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-12-02 21:41:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 693
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29a3c2295-lomLDx.tmp
[2024-12-02 21:41:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js?simply_static_page=3245
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js?simply_static_page=3245
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:103] Filesize: 1 bytes
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-12-02 21:41:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29a3c2295-lomLDx.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:55] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-02 21:41:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.asset.php
[2024-12-02 21:41:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 693
